ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
335,6,6,5,3,4,3,5,6,6,6,6,4,5,6,1,3
336,4,4,4,3,3,2,4,2,4,5,6,5,3,5,3,3
337,4,2,4,3,3,1,4,3,3,4,4,2,2,4,2,1
338,4,4,5,5,4,5,6,5,4,5,4,5,3,2,3,1
339,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1
340,2,2,2,4,2,2,4,1,3,3,4,5,2,2,1,1
341,3,3,3,4,3,2,4,4,3,4,4,3,3,3,4,3
342,3,3,4,2,3,3,3,3,2,2,4,3,4,5,3,2
343,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
344,4,5,5,1,4,2,2,2,5,4,4,3,3,3,3,3
345,5,5,5,5,5,1,2,4,3,1,3,3,1,3,1,1
346,4,4,4,4,3,3,3,4,4, ,3,3,4,4,4,4
347,4,4,4,4,3,1,3,1,2,2,4,3,3,3,1,1
348,4,5,3,2,2,3,1,1,1,2,5,5,2,5,1,3
349,4,4,4,4,3,5,3,4,3,3,5,3,3,3,3,3
350,1,3,3,1,5,4,4,5,6,5,5,3,4,5,5,3
351,4,3,4,2,4,3,3,3,4,4,4,3,3,3,3,3
352,4,4,4,3,4,5,5,4,4,4,6,5,4,5,4,2
353,2,2,3,3,4,4,2,2,5,5,5,5,5,5,3,2
354,3,3,4,4,4,3,4,2,4,4,4,4,3,3,3,3
355,4,4,5,4,5,5,4,5,5,5,6,5,5,4,4,3
356,2,3,2,3,2,3,4,4,3,4,4,5,3,4,3,3
357,1,1,4,1,1,1,1,1,1,1,5,4,1,1,1,1
358,4,4,3,3,5,5,2,2,3,5,5,3,2,4,4,3
359,4,4,3,4,5,5,4,4,5,4,4,5,4,4,5,3
360,3,3,4,3,4,3,4,4,4,3,3,4,3,3,3,3
361,4,4,3,3,4,4,4,4,5,4,6,5,5,5,5,3
362,4,4,4,3,4,5,4,5,4,4,4,4,3,5,4,3
363,3,3,3,2,4,4,2,2,4,1,3,4,3,4,3,1
364,2,2,3,3,3,4,4,4,5,5,5,5,4,4,5,1
365,3,3,3,3,2,2,1,3,2,1,3,1,1,1,1,1
366,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,4,4,3,3,4,3,5,4,4,5,5,4,2,4,2,2
368,3,4,5,5,4,4,5,5,4,5,4,3,4,2,4,3
369,3,4,4,1,1,1,3,3,4,5,5,2,2,4,2,3
370,5,5,5,3,3,2,2,2,2,4,4,3,2,2,2,2
371,4,4,4,4,3,2,2,2,2,4,4,2,2,2,2,2
372,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
373,5,5,5,6,1,1,6,5,5,4,5,4,1,6,2,1
374,3,3,4,3,3,3,4,3,4,4,4,3,3,3,3,3
375,3,3,4,4,3,2,3,2,4,4,4,3,1,3,3,1
376,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3
377,3,3,4,4,3,2,4,3,3,3,4,3,2,2,3,2
378,2,2,3,3,2,2,3,2,2,3,3,2,2,2,2,2
379,3,3,3,4,4,3,4,4,4,4,3,4,3,4,3,3
380,4,3,4,4,4,3,5,4,4,5,4,4,3,4,3,4
381,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,5,5,4,4,4,3,6,3,3,2,2,2,1,1,1,1
383,4,4,3,5,4,4,3,4,4,4,4,3,4,4,5,4
384,3,2,2,4,2,1,5,4,2,1,2,2,2,5,3,1
385,3,2,2,3,2,2,5,4,3,3,3,3,3,3,4,4
386,2,2,2,4,2,1,3,3,3,2,4,4,2,3,3,1
387,2,2,2,2,5,4,5,4,5,3,4,4,5,6,6,2
388,4,4,5,6,6,5,5,5,4,3,4,5,2,4,3,4
389,4,5,4,1,4,4,4,4,4,4,4,4,3,4,4,5
390,4,3,5,5,4,4,5,4,5,4,5,4,5,5,3,1
391,4,3,4,2,3,3,3,4,3,3,3,3,2,3,3,2
392,4,4,5,5,5,4,5,5,5,4,6,5,5,5,4,3
393,2,3,3,4,4,4,5,3,4,4,3,3,3,5,3,4
394,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
395,3,4,3,5,3,2,4,3,3,2,3,4,3,3,4,3
396,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
397,5,5,5,4,3,3,2,3,5,2,2,5,5,5,2,2
398,1,1,1,1,1,1,1,1,3,4,4,5,3,6,1,1
399,2,2,2,4,2,1,3,3,2,4,3,2,2,3,2,1
400,4,3,2,4,2,4,5,4,5,5,5,5,4,4,5,3
401,4,4,4,2,2,2,4,2,2,4,4,2,2,4,2,2
402,4,4,4,3,2,3,3,3,3,4,5,2,1,1,1,4
403,4,5,5,2,2,2,4,2,2,4,5,2,2,4,2,2
404,4,4,3,5,4,5,5,4,5,4,3,4,5,4,5,5
405,5,4,5,5,5,4,5,4,4,5,5,4,4,4,2,2
406,5,5,5,4,4,5,5,4,5,5,5,2,2,1,1,1
407,3,3,4,3,3,3,4,2,3,3,4,3,2,2,2,1
408,3,3,3,3,3,3,3,4,3,3,4,3,2,4,3,3
409,2,4,4,2,4,4,2,1,3,4,6,3,2,6,1,1
410,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,4,4,4,4,4,5,5,4,4,4,5,5,4,5,4,2
412,5,5,4,3,4,5,4,3,4,4,5,4,3,4,5,4
413,4,3,4,5,4,3,4,5,4,4,3,4,4,3,4,5
414,5,5,3,3,3,4,4,2,3,3,4,3,2,2,2,2
415,4,4,4,3,4,4,4,4,4,3,4,3,4,4,3,4
416,3,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3
417,3,4,3,3,4,4,5,3,4,3,4,3,3,4,3,2
418,3,2,2,3,3,3,1,2,4,1,3,4,3,3,4,1
419,3,3,4,2,3,3,3,4,4,2,4,3,3,3,3,3
420,1,1,1,1,3,1,1,4,4,1,1,1,1,1,1,1
421,3,3,5,2,2,2,4,4,4,5,6,3,2,4,3,3
422,6,6,1,1,1,1,1,3,1,6,4,3,2,3,1,2
423,4,4,4,4,4,5,5,2,3,4,5,2,2,5,5,2
424,4,5,5,3,4,3,4,2,5,5,5,4,4,4,2,2
425,5,4,4,3,2,1,6,4,5,5,6,1,1,4,3,1
426,3,2,2,2,1,2,4,3,4,5,5,3,2,6,4,1
427,1,1,1,1,1,1,3,2,1,2,2,1,1,1,3,1
428,4,4,4,5,3,3,5,3,3,4,5,4,3,4,3,3
429,2,2,2,4,2,2,4,2,2,4,5,2,2,2,5,2
430,5,5,4,3,3,2,1,5,2,2,3,2,1,1,1,1
431,4,4,4,4,3,2,3,2,2,4,5,2,2,3,2,1
432,2,2,4,1,2,2,6,2,6,6,4,2,2,2,2,2
433,5,5,5,6,6,5,6,6,5,6,6,5,4,4,6,3
434,4,4,4,3,3,1,4,4,4,4,4,3,3,3,2,2
435,4,4,4,4,5,4,4,5,5,4,4,4,4,4,3,3
436,3,3,3,3,4,3,5,5,5,5,5,3,3,4,2,1
437,5,5,5,3,4,4,5,5,5,5,5,6,3,4,4,3
438,4,4,4,2,2,2,2,2,2,3,5,3,2,2,2,3
439,1,3,3,3,3,1,1,1,1,3,3,1,1,1,1,1
440,5,5,5,5,5,2,2,2,5,4,5,5,3,5,5,2
441,4,4,3,1,1,1,2,1,2,5,6,3,2,2,3,1
442,2,2,2,2,2,2,2,2,2,4,5,2,2,2,2,2
443,3,3,3,3,3,3,3,3,3,4,4,3,2,2,2,2
444,3,4,4,3,3,5,4,4,4,5,5,4,4,4,5,4
445,4,4,4,4,3,3,5,3,3,5,5,3,3,4,2,1
446,4,4,4,5,3,2,2,2,2,5,5,3,2,5,2,1
447,4,4,4,4,2,2,4,2,4,4,6,5,2,2,1,1
448,4,2,2,2,2,4,2,2,3,4,4,4,2,4,2,1
449,4,4,2,1,1,1,1,1,1,2,4,1,1,1,1,1
450,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
451,5,3,4,4,3,3,5,3,3,3,5,3,3,5,3,2
452,2,2,3,3,3,3,4,4,4,4,5,4,4,4,2,2
453,4,5,5,5,3,1,4,3,2,4,4,1,1,3,1,1
454,4,4,4,5,3,3,6,4,3,6,6,3,3,5,5,1
455,4,4,4,3,3,2,5,4,4,4,3,3,4,4,3,1
456,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,2
457,3,2,3,6,3,2,5,4,3,3,3,3,3,3,3,2
458,3,3,3,4,3,3,4,3,4,4,4,3,3,3,4,3
459,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
460, , , , , , , , , , , , , , , , 
461,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
462,2,2,2,4,2,3,3,3,2,3,3,2,2,2,2,2
463,5,5,3,3,3,5,5,3,5,6,6,6,3,5,3,3
464,4,4,4,4,3,3,6,4,4,5,5,3,3,4,3,3
465,4,4,4,4,3,3,6,4,5,5,5,4,4,4,4,3
466,3,3,3,4,3,3,5,4,4,5,5,3,3,3,4,3
467,4,4,4,5,4,4,5,4,4,4,5,4,4,5,4,4
468,1,1,1,2,2,2,4,2,4,4,4,2,2,2,2,2
469,3,3,3,3,3,3,3,4,4,5,4,4,4,4,4,3
470,3,3,3,3,4,2,4,3,4,4,4,3,2,3,3,3
471,3,3,3,4,3,3,5,4,3,4,5,2,2,2,4,2
472,4,3,3,4,1,1,5,1,4,4,5,2,1,1,4,2
473,3,3,3,4,2,2,4,4,4,5,3,4,3,4,3,4
474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,4,4,4,5,3,3,5,3,3,3,4,3,3,3,5,3
476,3,5,4,5,3,4,5,4,3,4,4,4,3,4,3,3
477,4,4,4,4,3,2,5,5,4,5,3,2,3,2,5,4
478,3,3,4,4,3,3,5,3,3,5,4,3,3,3,3,3
479,6,6,5,3,2,1,6,4,6,6,6,5,1,1,1,1
480,3,3,3,3,3,4,3,4,4,3,3,2,2,2,2,1
481,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3
482,5,5,5,4,3,5,5,6,4,4,6,4,4,5,5,4
483,3,3,3,4,3,3,5,4,4,4,4,3,3,3,5,4
484,4,6,4,2,4,4,3,4,4,3,4,4,3,4,5,4
485,4,4,4,3,4,4,3,4,3,4,4,4,3,4,4,5
486,2,2,3,4,3,3,4,4,3,4,4,3,3,3,6,2
487,2,2,2,3,1,1,3,3,2,4,3,2,2,2,2,2
488,5,5,5,5,3,2,6,4,3,5,6,5,3,3,2,2
489,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
490,2,2,3,4,4,2,4,4,4,3,3,2,2,4,2,1
491,3,3,3,3,3,3,5,5,4,4,4,4,4,4,4,1
492,2,2,3,3,4,3,5,3,4,4,5,3,2,3,2,2
493,4,2,3,3,2,2,2,2,2,2,4,2,2,2,2,2
494,5,5,4,6,3,2,5,5,5,2,3,5,4,4,4,5
495,4,4,4,4,3,3,4,4,4,2,3,5,4,4,4,1
496,3,2,1,2,1,1,4,4,4,3,4,1,1,1,1,1
497,1,3,5,3,4,2,6,6,3,4,5,2,1,1,5,1
498,6,6,3,6,6,1,1,1,5,1,6,2,1,1,1,1
499,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,2
500,3,3,3,1,1,1,1,1,1,1,4,1,1,1,1,1
501,3,4,4,3,4,5,3,3,4,5,5,5,5,5,3,2
502,3,3,3,4,4,5,5,3,4,4,6,3,3,4,3,2
503,4,5,5,5,4,6,4,3,4,4,6,6,3,6,3,2
504,4,4,5,5,6,3,4,6,6,4,4,5,3,4,2,1
505,3,3,4,4,5,5,5,4,5,5,5,4,4,3,4,4
506,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3
507,4,4,4,3,4,5,4,3,4,3,4,4,3,4,3,2
508,4,4,4,3,4,4,2,3,4,3,4,2,2,2,2,5
509,3,3,3,3,4,4,3,3,3,3,5,4,3,4,4,1
510,3,3,3,3,4,4,3,4,4,4,5,3,5,5,3,2
511,4,4,5,4,3,4,3,3,4,4,5,4,4,5,3,3
512,4,4,3,3,4,4,3,3,5,4,4,3,5,5,4,5
513,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
514,4,6,4,3,6,4,4,3,5,3,5,6,4,4,5,4
515,3,3,4,2,4,4,4,4,5,3,3,4,4,4,4,5
516,2,3,3,3,4,4,4,3,5,4,4,5,5,4,5,3
517,5,5,4,1,5,6,6,6,5,4,5,6,3,5,6,1
518,2,2,2,2,2,2,2,2,4,3,3,3,3,4,4,3
519,4,4,3,1,3,3,1,4,1,6,4,1,1,1,1,3
520,3,3,2,4,4,4,2,2,4,4,5,3,3,6,1,1
521,5,5,5,3,4,6,2,2,5,6,6,6,4,6,1,2
522,5,5,4,3,5,6,2,2,5,5,6,2,2,5,2,1
523,2,3,2,2,3,3,2,2,2,3,4,2,2,4,2,2
524,4,5,3,6,5,4,6,5,5,6,5,4,6,5,4,3
525,4,4,4,2,4,3,3,3,2,4,5,3,1,5,1,4
526,4,3,3,2,4,5,5,4,5,5,5,4,3,4,4,2
527,3,3,3,3,4,5,3,3,3,3,3,3,3,3,3,2
528,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
529,6,5,1,2,6,6,1,4,6,6,1,5,6,6,6,6
530,4,5,5,1,5,4,4,4,6,4,5,3,4,4,2,4
531,4,4,5,5,4,6,6,3,4,4,5,3,3,6,4,3
532,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4
533,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,2
534,3,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4
535,3,3,4,3,2,2,4,3,2,4,5,2,1,2,4,1
536,3,3, ,4,3,3,4,3,4,5,4,3,4,3,4,3
537,3,4,3,3,4,5,5,4,4,5,5,4,5,4,5,5
538,4,5,5,3,4,4,4,3,4,3,5,4,5,6,3,4
539,4,4,5,4,4,4,5,3,5,4,5,4,3,4,4,4
540,1,1,1,4,1,5,4,1,4,4,5,1,1,1,1,1
541,2,2,3,5,2,5,5,2,3,2,5,3,3,4,3,3
542,3,3,2,4,4,2,2,4,3,4,4,4,4,4,4,5
543,4,4,4,2,5,5,4,3,5,5,5,5,5,5,3,2
544,3,3,4,3,5,4,3,4,4,3,3,3,4,4,3,4
545,2,2,3,3,3,5,4,3,5,5,5,3,3,5,4,1
546,4,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5
547,4,4,4,4,3,3,2,4,4,3,4,3,3,3,4,4
548,3,3,3,3,3,3,4,3,4,4,5,4,3,3,3,4
549,4,4,3,3,4,4,4,4,4,5,5,4,4,4,5,3
550,2,2,2,2,2,3,2,3,3,4,3,4,4,4,3,5
551,1,4,4,1,4,2,2,2,4,2,4,4,4,3,3,4
552,5,3,4,2,5,5,4,4,6,2,3,4,4,5,5,1
553,1,3,3,3,3,3,3,3,6,3,3,3,6,6,3,3
554,2,2,2,2,5,5,2,2,3,2,2,5,2,5,2,2
555,4,5,3,2,5,5,3,5,3,3,3,3,3,3,3,1
556,4,3,3,1,4,4,4,4,5,4,4,4,4,4,2,2
557,5,2,4,2,4,3,5,1,5,1,1,5,6,5,1,4
558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
559,3,4,4,4,4,4,5,4,4,5,5,5,4,5,3,3
560,4,4,4,5,5,4,5,3,5,2,5,2,2,5,3,2
561,2,3,3,3,2,3,3,3,4,4,3,2,2,3,1,2
562,3,3,3,4,3,3,5,4,4,5,4,2,2,3,4,1
563,4,4,4,2,4,4,5,4,4,5,4,3,3,3,3,3
564,4,3,1,1,1,1,1,1,4,4,1,1,2,4,1,1
565,3,4,4,5,4,3,4,3,4,5,5,4,3,4,3,3
566,3,3,3,3,3,3,3,2,3,4,4,3,3,3,2,3
567,3,3,4,2,1,1,6,3,4,6,6,2,2,5,1,1
568,4,4,4,2,4,2,4,2,3,6,6,3,3,3,3,2
569,3,3,3,3,5,1,4,2,4,3,2,2,1,2,1,1
570,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
571,4,3,5,5,3,2,4,3,3,5,4,3,3,3,3,3
572,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,1
573,4,4,3,3,3,2,5,4,5,6,6,2,3,3,3,2
574,4,3,4,4,3,3,4,4,4,3,4,3,3,4,4,3
575,3,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3
576,2,2,3,2,3,2,3,3,4,4,4,4,3,4,3,4
577,2,2,2,2,2,2,2,2,2,4,2,1,1,1,6,1
578,4,4,4,4,4,3,3,4,4,4,5,5,4,4,3,3
579,2,2,2,3,3,2,6,5,6,5,5,4,4,4,3,3
580,4,1,3,4,3,3,3,3,2,4,3,3,2,3,1,2
581,5,5,5,4,6,3,2,2,2,4,6,2,2,6,1,1
582,4,5,6,6,3,2,3,1,1,1,2,4,3,5,1,1
583,4,4,4,4,3,5,3,3,4,4,5,4,3,5,3,3
584,3,3,3,3,3,4,3,3,3,3,4,3,2,3,4,3
585,1,1,1,1,5,4,4,4,5,4,4,4,4,4,3,4
586,4,4,4,4,5,5,4,5,5,4,5,5,3,4,5,4
587,3,4,4,2,4,4,4,4,4,4,4,5,4,4,5,1
588,4,5,5,5,5,5,3,5,5,4,3,3,4,5,5,3
589,3,3,3,3,3,4,3,3,3,4,6,4,4,5,3,3
590,3,4,4,3,4,5,4,3,4,3,4,3,4,3,1,4
591,3,3,3,3,3,3,3,3,3,3,5,5,5,5,4,3
592,5,3,5,5,4,5,1,5,1,6,3,1,1,6,1,1
593,4,4,4,5,5,6,5,5,5,4,5,4,4,5,4,2
594,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,3
595,4,3,3,3,4,5,3,3,5,5,6,6,4,5,3,3
596,5,5,3,3,4,5,3,3,5,6,6,4,4,5,3,3
597,3,3,3,3,4,4,4,3,4,3,4,3,2,3,2,1
598,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,4
599,4,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3
600,3,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4
601,3,3,3,3,6,6,3,6,2,2,2,2,4,4,2,2
602,3,3,3,2,3,4,4,4,3,3,5,3,3,4,5,1
603,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
604,4,5,5,5,4,4,6,6,4,5,5,3,3,3,4,2
605,3,3,3,2,2,1,4,4,1,1,4,1,1,1,1,1
606, , , , , , ,4, , , , , , , , , 
607,4,4,4,1,2,1,4,2,3,5,5,1,1,4,1,1
608,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3
609,5,5,5,4,4,3,6,2,4,6,6,3,2,5,2,2
610,4,5,4,4,4,2,4,2,2,3,4,3,1,2,2,2
611,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
612,3,3,4,4,4,4,4,3,2,4,4,2,1,2,1,1
613,4,4,4,2,2,2,5,5,5,5,5,2,5,5,3,5
614,4,4,4,4,4,2,4,4,4,5,6,5,3,3,3,2
615,3,3,3,3,3,3,5,3,3,3,6,3,3,3,5,3
616,5,4,4,5,3,2,6,4,6,5,5,3,3,2,4,2
617,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
618,4,3,4,5,3,3,5,3,3,4,5,3,3,3,3,3
619,3,3,3,3,3,2,5,4,4,5,4,4,3,3,3,3
620,4,3,4,4,4,3,4,4,3,4,3,3,2,4,2,2
621,3,3,4,4,4,3,4,4,3,4,3,2,2,2,2,1
622,4,3,4,5,4,3,3,5,3,3,5,3,3,3,4,2
623,6,6,6,3,2,5,3,2,5,4,5,5,5,6,3,5
624,4,5,6,3,5,4,4,6,4,3,3,3,5,5,2,6
625,5,5,5,3,2,5,6,4,4,4,6,3,2,6,4,1
626,4,3,3,3,4,4,4,4,4,3,4,4,3,3,3,4
627,4,5,5,4,6,6,4,5,4,4,4,5,4,5,4,5
628,2,2,2,2,5,2,2,2,3,3,2,2,2,2,2,2
629,4,4,5,2,4,3,2,2,3,3,4,4,3,4,2,2
630,5,5,5,5,5,4,5,4,5,5,5,4,4,5,3,3
631,5,6,6,6,6,5,6,5,6,6,6,3,3,5,3,3
632,5,5,3,5,6,6,6,4,4,6,6,6,6,6,1,1
633,4,3,4,4,3,4,4,3,4,3,4,2,2,2,2,2
634,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3
635,3,3,3,2,2,3,1,1,2,3,3,2,2,3,1,2
636,4,4,5,4,5,5,4,5,4,2,4,4,4,5,2,2
637,2,1,1,2,3,2,2,3,4,3,3,4,4,5,3,3
638,2,2,2,2,2,6,4,5,4,3,2,2,2,2,2,2
639,4,4,4,3,4,5,5,4,5,3,5,4,5,5,4,4
640,3,3,2,1,2,2,3,2,4,4,5,4,4,4,4,1
641,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
642,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3
643,3,3,3,3,4,4,3,4,4,2,4,3,4,4,2,1
644,4,4,4,4,4,3,5,5,5,5,5,4,4,4,5,1
645,5,4,4,4,4,2,4,3,2,2,4,2,2,2,2,1
646,5,6,6,1,3,2,2,2,3,6,5,3,1,3,3,2
647,3,3,3,1,4,4,4,3,5,5,5,4,3,6,3,3
648,4,4,4,4,4,4,4,5,5,5,3,3,2,5,2,2
649,5,5,4,6,4,3,6,3,5,6,6,3,3,5,3,3
650,4,5,5,4,5,3,4,3,3,4,5,3,2,2,2,2
651,4,4,4,1,1,2,1,1,1,4,4,4,1,5,1,1
652,3,3,4,4,2,2,4,3,5,5,5,2,3,4,4,2
653,1,5,4,3,3,3,2,5,5,5,2,2,2,1,1,1
654,3,3,3,3,3,2,3,2,4,5,5,3,2,3,2,2
655,4,4,4,2,4,4,6,2,2,2,6,3,5,5,3,3
656,1,1,4,2,2,2,4,4,4,4,4,2,2,2,2,2
657,4,4,4,4,4,3,5,4,5,3,4,4,4,5,4,2
658,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
659,4,3,4,4,3,3,5,4,3,5,4,1,2,3,2,1
660,3,4,4,3,2,3,4,4,3,3,2,4,4,3,3,3
661,3,5,3,5,3,1,1,5,3,1,5,3,3,3,3,1
662,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1
663,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1
664,4,3,1,2,3,3,2,2,2,2,2,2,2,3,1,3
665,5,4,3,2,5,4,3,3,2,2,5,4,4,3,4,4
666,4,4,4,5,4,4,4,4,5,4,5,3,4,5,2,1
667,4,4,3,3,4,4,4,4,5,5,3,6,5,5,6,6
