ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
668,5,4,4,4,4,5,5,2,6,4,5,2,1,4,3,5
669,4,4,4,4,4,4,2,4,6,3,3,1,2,6,6,6
670,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3
671,4,4,5,3,5,4,4,4,5,4,5,3,3,4,3,2
672,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
673,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
674,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
675,3,4,3,3,2,2,3,3,4,3,3,2,2,2,3,2
676,4,4,4,3,4,4,3,3,3,3,4,4,3,3,3,4
677,3,3,3,3,3,3,5,4,4,5,4,3,4,4,4,4
678,4,3,4,5,3,3,5,3,4,3,4,3,3,3,3,2
679,4,4,5,4,4,3,4,6,4,4,4,3,3,4,4,5
680,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
681,4,4,3,2,2,2,5,4,5,3,4,4,3,4,2,2
682,3,3,3,3,4,3,3,4,4,4,4,3,3,4,3,3
683,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
684,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3
685,4,4,4,4,3,2,2,1,2,4,4,1,1,1,1,3
686,1,1,1,1,1,1,3,3,3,4,4,2,1,1,4,4
687,2,2,3,5,3,2,2,2,3,4,5,4,3,3,4,3
688,2,2,1,3,1,1,4,2,3,1,4,1,2,5,5,6
689,2,2,2,2,2,3,3,4,2,2,2,2,2,2,2,2
690,3,2,2,4,2,1,5,3,5,5,3,3,1,4,2,3
691,4,4,4,4,6,6,5,4,6,4,4,3,5,5,3,5
692,3,3,3,3,4,4,3,4,4,4,4,3,3,4,3,3
693, , , , , ,5, , , , , , , , , , 
694,3,4,1,1,4,1,1,1,1,4,4,1,1,4,1,1
695,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2
696,2,2,3,2,3,6,5,4,4,6,6,5,3,3,2,1
697,4,4,5,5,4,3,4,3,2,5,6,5,1,4,3,1
698,4,5,3,1,4,6,5,5,6,6,5,6,6,6,3,3
699,2,2,2,6,4,6,4,4,5,2,3,4,5,6,3,5
700,4,4,4,4,4,6,5,5,6,6,6,4,4,4,4,4
701,2,2,2,1,3,4,5,5,4,5,5,3,2,2,1,1
702,5,5,6,5,6,6,4,6,4,4,5,3,3,3,3,3
703,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3
704,4,4,4,4,5,6,4,4,5,4,6,6,6,6,6,1
705,4,5,5,6,5,5,5,5,5,5,4,5,6,6,4,4
706,3,4,3,3,4,3,3,3,5,3,4,3,5,3,6,2
707,4,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3
708,4,3,2,1,4,4,4,4,3,4,2,4,2,2,2,2
709,2,2,3,3,2,3,2,3,2,3,2,3,2,3,2,2
710,3,3,3,6,5,3,6,6,3,3,6,3,3,3,3,3
711,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3
712,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5
713,2,2,2,2,2,2,4,2,4,4,4,3,3,4,3,3
714,3,3,3,3,3,3,4,4,4,5,3,3,3,3,3,3
715,4,2,2,6,4,1,5,4,3,2,1,4,3,4,5,5
716,2,2,3,2,2,2,3,3,3,2,2,3,2,1,3,1
717,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1
718,2,2,3,4,3,2,5,5,3,2,4,3,2,2,3,2
719,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4
720,4,4,5,3,5,5,3,3,5,4,6,4,3,6,2,2
721,2,3,3,3,4,4,2,4,5,4,4,3,4,5,1,3
722,5,5,5,5,5,6,6,6,5,5,5,5,5,5,4,4
723,5,5,5,5,6,6,5,5,5,6,6,5,5,6,5,5
724,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,3
725,5,4,4,4,4,5,4,4,4,4,5,3,4,4,3,3
726,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3
727,3,5,4,4,4,5,4,4,4,3,4,5,3,4,3,4
728,2,2,2,2,4,2,2,2,2,2,2,2,2,2,4,4
729,2,2,2,2,4,4,3,4,4,4,3,3,3,3,3,4
730,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3
731,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4
732,2,2,3,1,3,3,1,1,3,1,3,4,3,3,1,1
733,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1
734,3,3,3,1,4,3,1,1,3,1,1,4,3,3,4,1
735,3,2,2,2,2,3,3,1,2,4,4,3,1,4,2,1
736,3,4,4,3,4,4,5,4,5,5,5,4,4,4,4,3
737,5,4,3,2,2,2,6,4,5,2,5,3,2,4,5,2
738,3,2,2,3,2,2,3,2,2,4,3,2,2,2,2,2
739,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3
740,3,3,3,3,2,2,2,2,3,3,4,2,2,2,4,2
741,2,2,3,2,2,1,4,5,4,5,5,3,1,1,4,1
742,2,2,2,2,3,3,2,2,3,2,4,2,3,4,3,2
743,4,6,4,5,4,4,4,4,4,6,6,6,4,4,4,6
744,3,5,2,2,2,5,5,3,1,6,6,1,1,6,1,1
745,4,4,4,2,3,2,5,3,5,5,6,5,2,4,1,1
746,4,2,4,4,3,1,5,2,2,3,4,1,1,2,2,1
747,4,4,4,3,3,2,4,3,2,4,4,2,1,3,2,1
748,4,3,4,3,2,2,5,4,3,4,4,3,2,2,2,1
749,3,3,3,5,3,3,5,3,3,5,5,3,3,3,3,2
750,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
751,4,5,5,4,3,3,3,3,4,5,3,3,3,4,3,3
752,3,4,3,4,5,4,4,5,5,6,4,6,4,4,4,4
753,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2
754,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
755,3,3,3,3,3,3,4,3,3,3,4,3,3,3,4,3
756,3,3,3,3,3,3,3,5,2,3,3,2,2,3,5,2
757,3,3,4,3,4,5,4,3,4,4,5,4,4,4,4,4
758,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
759,4,4,4,4,3,3,4,5,5,2,3,3,3,5,5,2
760,4,4,4,5,5,6,4,4,3,3,6,6,4,6,2,2
761,4,4,4,3,4,3,2,2,2,2,3,3,2,4,4,4
762,4,4,4,4,4,4,3,4,3,3,4,3,3,4,3,4
763,3,3,3,3,4,4,3,4,5,3,5,3,3,5,2,2
764,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,3
765,4,5,5,4,4,5,2,2,5,5,5,5,4,5,3,3
766,6,6,6,4,6,6,5,4,6,6,6,6,6,6,5,5
767,3,3,3,3,5,5,2,3,5,4,5,3,3,6,1,1
768,5,5,3,3,5,5,3,3,5,5,5,5,5,5,2,2
769,3,3,4,3,4,4,4,3,5,5,5,5,3,4,4,3
770,4,3,4,3,4,4,3,2,3,3,5,4,4,4,3,3
771,4,4,4,5,3,6,4,2,1,4,4,2,1,4,1,1
772,6,3,6,3,6,5,4,6,5,3,4,4,1,5,3,3
773,3,3,3,3,4,5,4,4,4,4,5,5,4,5,3,3
774,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3
775,5,3,4,4,4,3,3,4,4,4,4,3,3,3,3,3
776,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
777,4,3,3,3,5,5,4,4,3,2,2,3,2,5,2,2
778,3,3,5,5,5,5,4,5,5,4,5,5,5,5,5,2
779,4,3,3,3,3,3,3,3,5,4,5,4,4,6,3,3
780,3,2,2,2,4,4,4,4,5,4,4,4,4,4,2,1
781,2,1,4,2,2,3,2,2,2,1,1,1,1,2,2,1
782,5,5,4,4,4,3,3,3,3,2,2,3,2,2,3,3
783,4,5,5,4,5,5,3,4,5,4,4,4,3,4,5,5
784,3,2,2,2,3,3,3,3,5,1,5,1,1,2,4,2
785,4,4,2,2,1,1,1,1,1,4,4,1,1,1,1,1
786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
787,3,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3
788,4,3,3,3,3,2,4,4,3,4,4,4,2,3,4,2
789,3,3,3,3,2,2,2,4,3,2,3,4,2,2,2,2
790,4,4,3,2,3,3,4,2,2,4,4,3,2,2,2,4
791,4,4,4,1,2,1,3,2,1,4,4,3,1,3,1,3
792,6,6,6,1,4,4,1,1,1,6,6,1,1,1,1,3
793,3,3,3,4,3,3,5,3,3,5,5,3,3,4,3,3
794,5,4,5,5,5,4,5,5,5,5,5,3,3,3,3,3
795,3,3,3,3,3,3,3,4,3,3,4,3,2,2,3,3
796,3,3,3,3,3,3,5,3,4,6,6,4,2,4,5,4
797,5,5,5,5,4,4,6,4,6,5,6,4,3,2,3,2
798,3,3,3,4,2,2,4,4,4,4,2,2,2,2,4,2
799,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,3
800,4,4,4,3,4,5,6,3,3, ,5,4,3,2, ,5
801,3,4,4,4,3,2,5,4,4,5,5,3,2,2,4,2
802,3,3,3,4,3,3,4,4,4,4,4,3,3,3,4,2
803,5,5,4,4,5,4,6,4,6,5,6,3,4,5,2,2
804,3,2,3,3,2,2,3,3,3,2,2,1,2,2,2,1
805,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
806,2,3,5,3,5,2,2,3,1,1,2,2,3,4,4,2
807,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
808,4,4,3,1,4,2,4,5,5,3, ,1,4,5,5,2
809,4,4,4,4,5,5,3,4,4,4,4,5,4,5,1,1
810,3,4,4,4,5,5,4,5,5,4, ,4,4,4,4,2
811,3,4,6,6,1,2,2,2,2,2,2,2,2,2,2,2
812,2,2,3,1,4,2,1,2,2,5,5,2,2,2,4,2
813,2,2,2,2,2,3,3,2,3,4,4,3,3,3,4,1
814,4,4,4,4,4,5,4,3,3,4,5,5,4,5,3,1
815,3,3,3,3,3,4,3,3,3,3,4,4,3,4,3,3
816,4,4,4,4,4,5,4,3,3,4,4,3,3,5,2,2
817,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,3
818,3,3,4,3,4,5,4,4,5,4,4,4,3,4,4,3
819,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
820,3,4,4,3,5,5,5,3,5,4,4,4,5,4,4,4
821,1,1,1,1,5,6,4,4,4,1,1,1,1,1,4,1
822,3,3,3,3,3,3,3,4,4,3,3,2,2,2,2,4
823,4,4,4,1,1,4,1,5,5,4,5,5,2,2,5,1
824,5,5,5,4,5,4,4,4,4,4,5,4,4,4,4,5
825,5,3,5,5,5,5,5,5,5,3,4,5,5,5,3,2
826,4,4,4,3,3,4,1,3,4,1,2,5,4,4,1,1
827,4,4,4,2,4,4,3,5,4,2,2,4,4,4,1,1
828,2,4,4,4,3,3,4,2,5,3,3,5,4,5,3,3
829,3,5,4,1,2,1,1,2,1,5,4,2,1,1,1,2
830,6,6,6,4,4,2,6,2,4,6,6,4,2,6,2,1
831,3,5,1,2,1,1,1,1,2,5,6,2,1,4,2,1
832,3,3,3,3,3,4,4,3,5,5,5,3,3,5,4,3
833,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
834,1,3,3,2,2,3,5,3,4,6,5,4,2,2,4,3
835,4,3,2,2,2,2,2,4,4,4,3,3,3,3,3,3
836,4,4,4,4,4,1,1,3,1,1,3,1,1,1,3,1
837,3,2,2,2,2,1,4,3,2,2,3,3,2,2,2,2
838,5,3,2,5,5,5,5,5,4,4,3,4,3,3,4,3
839,1,1,1,1,1,1,3,2,2,1,4,1,1,1,5,1
840,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
841,3,3,3,3,3,4,4,2,5,3,5,3,3,4,3,2
842,3,4,2,1,3,3,1,4,4,2,3,3,2,5,2,1
843,3,3,3,4,4,4,5,4,3,3,3,4,3,4,2,4
844,4,4,5,5,4,5,4,4,5,3,5,3,5,5,5,6
845,4,4,4,4,5,5,5,3,4,5,6,4,5,5,5,2
846,1,3,3,1,4,2,1,2,1,1,1,6,2,4,5,3
847,3,3,3,3,4,4,3,3,4,3,3,3,4,4,3,2
848,3,3,4,3,4,4,4,3,4,3,3,2,2,2,4,1
849,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4
850,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4
851,4,6,2,2,2,2,2,2,2,5,5,2,1,2,1,6
852,2,2,4,4,4,2,2,2,4,4,4,4,4,4,4,1
853,2,2,4,4,3,3,3,4,5,3,5,4,3,3,4,2
854,5,4,5,3,3,2,5,3,3,4,5,3,2,3,5,2
855,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
856,4,4,5,4,5,5,5,5,5,5,5,5,4,5,3,3
857,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
858,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,1
859,4,4,4,6,6,3,6,5,5,6,4,4,5,5,6,4
860,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
861,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
862,5,5,3,5,5,4,3,5,3,3,3,3,4,5,3,3
863,3,2,4,5,3,4,3,2,2,5,3,2,2,3,3,1
864,3,3,3,3,3,1,4,2,2,3,4,2,2,2,2,2
865,1,4,4,4,5,1,6,5,6,5,6,1,4,5,5,2
866,5,5,5,5,5,5,4,4,5,4,6,5,4,4,4,3
867,3,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4
868,5,5,5,3,5,5,5,4,4,4,5,5,4,5,2,2
869,1,2,4,1,5,6,4,1,5,5,4,1,1,1,1,1
870,4,4,3,3,3,3,3,4,4,4,4,2,3,3,2,1
871,2,2,2,2,6,6,2,2,2,4,4,2,2,6,2,6
872,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,5
873,2,2,2,2,2,1,4,5,2,4,5,2,1,4,4,1
874,4,3,3,2,4,3,3,3,3,2,4,3,3,3,3,3
875,4,4,4,3,4,3,3,3,3,3,3,2,2,2,2,2
876,4,4,4,3,4,4,4,4,5,4,5,6,5,4,5,5
877,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
878,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
879,4,4,4,4,1,6,1,1,1,6,6,1,1,6,1,6
880,3,3,3,3,3,3,5,3,4,5,5,3,3,3,3,3
881,1,1,2,4,2,2,5,2,3,2,1,1,1,2,1,1
882,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
883,3,3,4,4,5,5,3,4,5,3,5,3,3,5,5,3
884,4,4,3,5,4,2,5,5,4,5,4,4,3,5,4,4
885,5,6,5,4,3,3,5,3,4,6,6,3,2,5,3,2
886,4,4,4,5,2,2,3,3,4,1,3,4,4,3,5,1
887,4,3,4,6,3,3,5,4,4,5,5,4,3,3,5,3
888,4,5,5,2,4,6,6,3,4,6,6,5,3,6,2,6
889,4,2,3,3,3,3,5,2,2,3,5,5,2,5,2,1
890,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,2
891,5,5,5,3,4,4,3,3,5,3,3,5,4,5,3,5
892,3,4,5,2,3,4,5,4,3,3,3,3,4,4,5,4
893,3,3,3,3,3,3,4,3,5,4,5,3,3,5,3,3
894,4,4,4,4,4,3,3,3,3,3,3,4,4,4,2,3
895,3,3,3,4,2,2,5,3,4,5,6,4,3,4,2,1
896,4,3,4,4,4,3,5,5,4,4,4,4,4,5,4,4
897,3,4,4,3,4,5,5,3,5,3,3,3,3,5,3,3
898,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3
899,4,3,5,4,4,4,6,4,5,6,6,3,3,5,3,2
900,4,4,4,3,3,4,4,4,3,5,5,5,5,5,4,4
901,5,5,5,5,3,4,2,2,4,4,5,3,3,5,3,3
902,4,4,4,3,3,3,4,2,5,4,5,2,3,2,2,4
903,3,3,3,3,3,3,4,4,5,5,5,3,3,3,5,4
904,5,4,4,4,4,5,5,5,5,5,5,4,4,5,3,3
905,6,6,6,6,6,1,1,2,1,1,6,1,1,1,1,1
906,3,4,3,2,3,3,2,3,3,5,1,2,3,4,4,3
907,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
908,3,3,4,2,4,3,4,4,5,4,4,2,2,4,3,2
909,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
910,3,3,3,3,3,4,2,2,4,4,5,3,3,5,3,3
911,2,4,3,3,3,3,5,3,3,4,4,2,2,2,1,1
912,1,1,1,1,1,4,3,4,2,1,1,1,1,5,2,1
913,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
914,3,3,3,3,3,1,2,2,2,3,3,2,1,1,1,1
915,4,4,4,5,3,3,4,4,4,4,4,3,3,3,3,4
916,4,3,3,3,4,4,2,2,4,3,3,3,3,4,3,3
917,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3
918,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
919,4,4,5,3,5,5,5,5,5,4,4,4,3,3,3,3
920,4,4,3,4,4,3,5,3,3,5,5,3,2,4,3,1
921,4,4,4,5,4,4,5,5,5,4,4,5,5,4,4,5
922,3,3,6,6,5,3,5,4,6,6,6,4,1,6,4,2
923,3,3,4,3,3,4,5,4,4,3,3,3,4,5,3,1
924,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4
925,3,3,3,4,2,2,6,2,2,3,3,2,2,2,4,2
926,2,2,3,2,2,3,3,2,3,2,3,3,3,5,4,4
927,3,3,5,2,5,5,3,5,5,2,5,3,3,5,5,1
928,5,5,5,6,6,6,6,4,3,6,6,2,2,6,1,3
929,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4
930,5,3,3,2,2,4,5,3,2,2,6,2,2,4,2,1
931,4,4,3,3,4,4,3,4,5,4,5,5,4,4,3,4
932,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1
933,5,4,1,1,5,4,2,1,4,1,3,4,2,5,3,6
934,3,3,3,1,5,6,5,4,5,5,6,5,4,4,4,5
935,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4
936,3,3,4,3,5,6,6,3,6,3,4,6,6,6,3,3
937,4,3,3,1,3,4,4,2,3,4,4,2,2,3,2,1
938,4,3,3,3,4,4,4,4,4,3,3,3,4,4,3,2
939,4,3,3,3,4,5,3,4,5,2,5,5,3,3,3,3
940,3,3,4,4,5,5,4,4,5,5,4,5,3,4,5,5
941,4,4,3,4,1,1,1,4,4,4,4,4,2,2,2,1
942,4,4,3,3,3,2,5,4,3,4,3,3,3,3,4,2
943,2,4,2,1,1,1,1,1,2,4,5,3,3,5,2,2
944,3,4,4,3,3,4,3,3,4,4,4,3,3,4,3,3
945,3,3,3,4,3,3,5,5,4,5,5,3,3,3,5,3
946,5,5,5,3,4,4,3,3,4,4,4,2,2,4,2,2
947,5,5,5,3,4,5,4,4,5,5,5,2,2,5,3,2
948,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3
949,6,6,6,1,3,4,3,2,2,5,6,2,2,4,2,2
950,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
951,2,3,3,2,5,5,3,3,3,3,2,2,1,2,2,4
952,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
953,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
954,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3
955,3,3,3,2,2,2,4,4,3,3,3,3,3,3,4,2
956,4,4,4,4,3,4,5,4,3,4,5,4,4,4,4,3
957,3,3,3,3,3,3,5,4,5,5,5,3,3,4,3,3
958,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3
959,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2
960,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1
961,3,4, ,3,5, ,4,3,2, ,3,2,3,2,2,2
962,4,4,5,5,4,5,4,2,4,3,4,2,2,4,1,5
963,4,4,4,4,4,5,5,4,5,5,5,5,5,5,4,3
964,4,4,4,5,4,3,6,5,6,6,6,5,4,4,5,5
965,4,4,5,4,6,5,6,6,5,5,6,6,4,4,4,5
966,5,2,4,2,5,5,1,5,2,2,2,2,2,2,2,1
967,4,3,4,3,2,2,4,3,4,4,4,3,2,3,3,2
968,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
969,5,4,4,4,5,5,4,3,4,4,5,4,4,5,4,4
970,3,5,4,1,1,4,3,3,5,4,1,1,1,2,1,1
971,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3
972,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
973,2,2,3,4,3,3,4,2,4,4,4,3,2,4,3,2
974,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
975,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
976,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
977,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3
978,3,3,3,4,3,5,2,3,3,3,4,5,2,5,2,2
979,3,3,4,1,4,4,2,2,3,3,4,3,3,3,3,3
980,4,4,4,3,4,4,4,4,4,4,5,4,3,5,3,2
981,5,5,4,4,6,6,3,3,4,5,6,3,3,4,4,2
982,4,4,4,4,4,4,4,3,4,3,4,3,3,4,2,2
983,3,3,4,4,3,3,4,2,3,4,4,3,3,3,3,2
984,5,5,5,4,5,5,4,5,5,4,5,5,4,4,5,4
985,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2
986,4,4,4,5,4,3,5,6,4,4,3,3,2,2,3,5
987,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2
988,4,4,4,4,4,3,3,4,3,3,3,4,3,4,4,5
989,2,2,2,2,2,2,4,2,3,4,4,2,2,2,2,2
990,3,3,3,2,3,2,4,3,4,4,5,3,3,4,3,1
991,2,3,2,3,2,3,5,3,2,4,2,3,2,3,1,1
992,4,3,4,5,4,3,6,4,4,5,4,4,3,3,3,2
993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
994,3,2,4,3,2,2,5,4,3,2,3,2,3,4,2,3
995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
996,4,4,4,4,3,3,5,3,3,5,5,3,3,4,2,1
997,4,3,4,4,3,3,5,3,3,3,5,3,3,5,3,2
998,4,3,3,4,4,3,5,2,3,4,5,3,3,5,3,2
999,4,3,4,4,4,3,5,4,4,5,5,3,4,4,5,4
1000,3,3,3,2,3,2,4,3,4,4,5,3,3,4,3,1
